,cod_transacao,cod_calendario,cod_operacoes,cod_produto,quantidade_produto,cod_cliente,cod_servico,quantidade_servico,data_criacao,data_alteracao
7851,7bc8f4ea,60,1,203,3,0fbb521a,,,2026-07-15,2026-07-15
7852,a8c28533,247,7,204,4,2d45f6bd,,,2026-07-15,2026-07-15
7853,470f5df0,313,2,203,5,91c9bcd7,,,2026-07-15,2026-07-15
7854,baf0bb7f,257,6,201,3,9e7dae2e,,,2026-07-15,2026-07-15
7855,5cf16f1a,462,6,205,5,bed1ac6c,,,2026-07-15,2026-07-15
7856,5b2aab02,80,7,202,2,487a1dd7,,,2026-07-15,2026-07-15
7857,d3595b9b,163,2,203,1,434c2454,,,2026-07-15,2026-07-15
7858,253b0b4b,502,6,203,5,ee98f97e,,,2026-07-15,2026-07-15
7859,0d039bbb,152,3,203,2,e03caed0,,,2026-07-15,2026-07-15
7860,b5c37b84,414,2,202,1,43b89e78,,,2026-07-15,2026-07-15
7861,37f8f95b,526,5,202,2,27c530c5,,,2026-07-15,2026-07-15
7862,ab368ddb,631,2,201,3,91c9bcd7,,,2026-07-15,2026-07-15
7863,f587f17d,280,6,201,2,ccde9baa,,,2026-07-15,2026-07-15
7864,4c8ebf9e,336,4,203,2,f6ab1ed5,,,2026-07-15,2026-07-15
7865,a8d0cd60,517,2,201,3,628a4d89,,,2026-07-15,2026-07-15
7866,4436f14c,7,4,203,2,cd901af9,,,2026-07-15,2026-07-15
7867,c8c94cb1,692,5,204,1,bb9d2955,,,2026-07-15,2026-07-15
7868,aa228472,563,2,202,1,7bc42b05,,,2026-07-15,2026-07-15
7869,ce561f89,669,4,201,4,28741ecd,,,2026-07-15,2026-07-15
7870,b84aece5,3,2,203,2,aece207c,,,2026-07-15,2026-07-15
7871,5d1d863e,240,3,205,4,cedf6f69,,,2026-07-15,2026-07-15
7872,6eb4faf7,536,3,203,3,5e3a2195,,,2026-07-15,2026-07-15
7873,d0eef01a,95,2,203,1,5e3a2195,,,2026-07-15,2026-07-15
7874,212c9675,342,6,204,2,6b3185b0,,,2026-07-15,2026-07-15
7875,60debf03,535,2,203,4,66299238,,,2026-07-15,2026-07-15
7876,1396278d,460,2,202,5,487a1dd7,,,2026-07-15,2026-07-15
7877,3ab1d661,54,1,205,1,ae76cc5c,,,2026-07-15,2026-07-15
7878,14b899c2,145,7,202,2,0b454108,,,2026-07-15,2026-07-15
7879,f3ff3d49,267,2,204,2,5e4299db,,,2026-07-15,2026-07-15
7880,34700a8e,213,2,203,4,69956359,,,2026-07-15,2026-07-15
7881,71ac65fc,293,7,201,1,a008a294,,,2026-07-15,2026-07-15
7882,47185710,42,5,204,2,91a6c884,,,2026-07-15,2026-07-15
7883,694aa9e8,311,5,201,4,8b414a94,,,2026-07-15,2026-07-15
7884,30899fe9,10,3,202,4,4db20d32,,,2026-07-15,2026-07-15
7885,69e61548,252,1,201,3,7bc42b05,,,2026-07-15,2026-07-15
7886,99aaf758,43,7,205,5,163d0b32,,,2026-07-15,2026-07-15
7887,8a44df48,59,7,202,5,208d275a,,,2026-07-15,2026-07-15
7888,e94ec802,52,2,204,2,cc9f65a9,,,2026-07-15,2026-07-15
7889,fdde93c5,198,6,204,3,5f2ab070,,,2026-07-15,2026-07-15
7890,bf946766,545,2,204,1,fe86a413,,,2026-07-15,2026-07-15
7891,b54f67b2,673,5,205,4,95f70b4e,,,2026-07-15,2026-07-15
7892,dbfe9454,667,4,203,4,f399f8e1,,,2026-07-15,2026-07-15
7893,a681745a,67,1,204,3,fa853203,,,2026-07-15,2026-07-15
7894,8dda3f51,540,1,205,1,91c9bcd7,,,2026-07-15,2026-07-15
7895,06d2aa2d,254,1,201,1,0b6ae467,,,2026-07-15,2026-07-15
7896,6de269d9,265,7,201,1,dd410d5f,,,2026-07-15,2026-07-15
7897,86864cb5,558,1,201,5,7643c1ee,,,2026-07-15,2026-07-15
7898,c21e28ca,223,4,201,1,ee98f97e,,,2026-07-15,2026-07-15
7899,8d993d54,307,5,201,4,9e7dae2e,,,2026-07-15,2026-07-15
7900,c314bdc4,525,3,201,4,ae18638f,,,2026-07-15,2026-07-15
7901,d2f8b62a,156,7,202,3,96379792,,,2026-07-15,2026-07-15
7902,96b7c04c,586,7,201,3,1242762d,,,2026-07-15,2026-07-15
7903,4110d6a5,194,6,201,3,7f1bca00,,,2026-07-15,2026-07-15
7904,aedf9808,575,5,204,2,42d0014c,,,2026-07-15,2026-07-15
7905,b983c9ca,521,4,201,3,e224a8c6,,,2026-07-15,2026-07-15
7906,9187055f,34,3,203,2,b755ebae,,,2026-07-15,2026-07-15
7907,e70dc66c,572,7,201,2,bed1ac6c,,,2026-07-15,2026-07-15
7908,21fef011,65,6,202,3,3f491b77,,,2026-07-15,2026-07-15
7909,6fa3639c,240,6,202,4,0cfefde4,,,2026-07-15,2026-07-15
7910,76333b33,74,3,204,4,50641c23,,,2026-07-15,2026-07-15
7911,3b1104e6,556,7,201,2,719fa89e,,,2026-07-15,2026-07-15
7912,77ba8438,546,5,204,5,66299238,,,2026-07-15,2026-07-15
7913,3d43a018,230,2,204,1,b4ca029a,,,2026-07-15,2026-07-15
7914,dcc5c73a,179,3,203,3,f0924da4,,,2026-07-15,2026-07-15
7915,533241ef,75,7,205,2,3c63e5d3,,,2026-07-15,2026-07-15
7916,290fb031,221,1,205,1,99fed753,,,2026-07-15,2026-07-15
7917,01959129,204,6,202,3,a1ba575a,,,2026-07-15,2026-07-15
7918,f301d427,140,3,201,1,0fbfd231,,,2026-07-15,2026-07-15
7919,25cd297d,726,1,205,3,15a65ae5,,,2026-07-15,2026-07-15
7920,136c1db0,431,6,201,1,4db20d32,,,2026-07-15,2026-07-15
7921,c59b525f,620,1,201,1,fe86a413,,,2026-07-15,2026-07-15
7922,a605f8a1,723,5,205,1,d2c89978,,,2026-07-15,2026-07-15
7923,fb0b3f59,569,1,203,4,9349d295,,,2026-07-15,2026-07-15
7924,d44b6027,639,1,205,1,425b1d3d,,,2026-07-15,2026-07-15
7925,2e040d27,638,7,204,5,f7817da3,,,2026-07-15,2026-07-15
7926,9402c0c0,504,7,204,5,5a53b8e9,,,2026-07-15,2026-07-15
7927,12835ef2,431,2,202,5,1f937553,,,2026-07-15,2026-07-15
7928,3ba78855,247,6,202,5,37354f22,,,2026-07-15,2026-07-15
7929,1058ae34,201,5,204,3,bed1ac6c,,,2026-07-15,2026-07-15
7930,003b60ad,717,7,202,5,289b72c4,,,2026-07-15,2026-07-15
7931,69f1caff,282,3,203,5,4739f6d9,,,2026-07-15,2026-07-15
7932,89f1d323,169,6,205,1,970e594b,,,2026-07-15,2026-07-15
7933,e1a1287d,169,4,203,4,abeb982e,,,2026-07-15,2026-07-15
7934,51249178,583,7,204,2,f169683e,,,2026-07-15,2026-07-15
7935,502c1fba,672,1,205,1,2c42c662,,,2026-07-15,2026-07-15
7936,20d02225,508,4,204,3,f033669c,,,2026-07-15,2026-07-15
7937,e4a670cd,27,3,204,3,f2fc7978,,,2026-07-15,2026-07-15
7938,192caa6f,493,7,204,1,dd410d5f,,,2026-07-15,2026-07-15
7939,41ae88ea,476,7,202,5,f0924da4,,,2026-07-15,2026-07-15
7940,01899eab,476,2,205,4,b730e9e6,,,2026-07-15,2026-07-15
7941,f63cbadd,274,3,202,1,aefc1727,,,2026-07-15,2026-07-15
7942,e6d78ead,695,6,205,3,ce1b52ae,,,2026-07-15,2026-07-15
7943,b49ebea2,582,1,202,1,fb5ef791,,,2026-07-15,2026-07-15
7944,9a02a1b4,333,1,203,2,95f70b4e,,,2026-07-15,2026-07-15
7945,62cb45a3,83,2,201,4,b5297bc8,,,2026-07-15,2026-07-15
7946,67466fcc,198,4,205,4,87830e43,,,2026-07-15,2026-07-15
7947,04f5c83a,351,2,203,5,b03540b1,,,2026-07-15,2026-07-15
7948,d4939d1a,60,4,202,1,5e4299db,,,2026-07-15,2026-07-15
7949,1fee4a1e,496,2,205,5,b755ebae,,,2026-07-15,2026-07-15
7950,413f9440,617,3,205,5,ede49010,,,2026-07-15,2026-07-15
7951,c3f31016,146,4,202,1,c4993de9,,,2026-07-15,2026-07-15
7952,bc89818f,435,1,202,4,e5d0ffbb,,,2026-07-15,2026-07-15
7953,9b959bb4,536,4,204,1,3184736b,,,2026-07-15,2026-07-15
7954,3e19e0fe,104,3,202,3,56205f69,,,2026-07-15,2026-07-15
7955,f3ee3106,327,7,205,2,b03540b1,,,2026-07-15,2026-07-15
7956,4471c3f2,217,3,201,2,e5d0ffbb,,,2026-07-15,2026-07-15
7957,ec25118b,359,4,203,5,e942aab7,,,2026-07-15,2026-07-15
7958,67aa2d25,379,1,202,4,4943c5d9,,,2026-07-15,2026-07-15
7959,494bcfff,156,7,204,2,41c72cdb,,,2026-07-15,2026-07-15
7960,370d5cdf,93,3,201,2,cbcf13d1,,,2026-07-15,2026-07-15
7961,ca781934,83,7,203,2,3184736b,,,2026-07-15,2026-07-15
7962,6bb53113,414,7,205,5,0b6ae467,,,2026-07-15,2026-07-15
7963,ec5047d5,73,3,204,4,c3a6c571,,,2026-07-15,2026-07-15
7964,f529484b,166,2,202,1,3f09714a,,,2026-07-15,2026-07-15
7965,58f1c6a9,102,5,201,5,7fddfb89,,,2026-07-15,2026-07-15
7966,24649c2a,568,1,204,3,a638b4b0,,,2026-07-15,2026-07-15
7967,ba63c5fa,307,7,205,5,b716556b,,,2026-07-15,2026-07-15
7968,140e7e78,218,5,202,3,3e66160b,,,2026-07-15,2026-07-15
7969,9d22add3,298,7,204,3,2d4fce37,,,2026-07-15,2026-07-15
7970,cd501284,330,4,201,1,bd47b713,,,2026-07-15,2026-07-15
7971,86669231,687,3,201,2,ed4939ed,,,2026-07-15,2026-07-15
7972,53cf71e4,102,1,201,1,d88f6a7f,,,2026-07-15,2026-07-15
7973,d5d96a55,273,6,204,5,442d941c,,,2026-07-15,2026-07-15
7974,3ad3b5a6,378,5,201,3,6f2a321a,,,2026-07-15,2026-07-15
7975,dec6da9c,360,2,202,4,7f1bca00,,,2026-07-15,2026-07-15
7976,ccfb45c1,514,3,204,5,60c38ae4,,,2026-07-15,2026-07-15
7977,f27d1de0,339,7,201,2,c1b30594,,,2026-07-15,2026-07-15
7978,4803cbf4,433,2,204,1,548dc0b3,,,2026-07-15,2026-07-15
7979,fc0bb480,564,4,201,4,cee867e3,,,2026-07-15,2026-07-15
7980,8f67e906,452,4,202,3,7704f92c,,,2026-07-15,2026-07-15
7981,4b76159f,650,4,205,1,2b2175cd,,,2026-07-15,2026-07-15
7982,c5c3e78c,231,5,202,2,205742d2,,,2026-07-15,2026-07-15
7983,8a707c4e,438,1,201,4,d1cd1e4d,,,2026-07-15,2026-07-15
7984,babb6ec0,290,3,203,1,ff079788,,,2026-07-15,2026-07-15
7985,6b7c7934,414,5,201,4,0968f5a7,,,2026-07-15,2026-07-15
7986,71dcbc7d,426,5,203,4,827ac471,,,2026-07-15,2026-07-15
7987,274111b5,267,1,201,4,6a0cd270,,,2026-07-15,2026-07-15
7988,7d8c0e22,140,4,203,4,cee867e3,,,2026-07-15,2026-07-15
7989,f1e4726b,274,7,202,2,62bfa0d9,,,2026-07-15,2026-07-15
7990,aaca5ffb,78,6,203,4,42d0014c,,,2026-07-15,2026-07-15
7991,0985f78c,147,3,201,2,ef5f41ce,,,2026-07-15,2026-07-15
7992,21394fd5,291,6,201,4,5905a3e7,,,2026-07-15,2026-07-15
7993,ac1c9c9e,380,7,201,1,41c72cdb,,,2026-07-15,2026-07-15
7994,7ee1e0cd,403,4,204,1,7bc42b05,,,2026-07-15,2026-07-15
7995,670a7919,374,1,202,1,b244f9d6,,,2026-07-15,2026-07-15
7996,cb53161a,136,5,205,1,4db20d32,,,2026-07-15,2026-07-15
7997,0f7478d5,429,7,201,4,f6ab1ed5,,,2026-07-15,2026-07-15
7998,ec4fc58e,541,7,204,2,e3ec02d4,,,2026-07-15,2026-07-15
7999,fd37f318,290,1,203,2,13a46227,,,2026-07-15,2026-07-15
8000,aded5620,640,1,203,5,9ac47356,,,2026-07-15,2026-07-15
8001,356ef224,145,6,205,4,b5297bc8,,,2026-07-15,2026-07-15
8002,f0564edb,359,5,204,4,ddaa1bf9,,,2026-07-15,2026-07-15
8003,b6d95900,353,7,201,5,7fddfb89,,,2026-07-15,2026-07-15
8004,311f4413,366,6,205,3,b427b66b,,,2026-07-15,2026-07-15
8005,4c46bc86,142,7,205,1,8d3cc46f,,,2026-07-15,2026-07-15
8006,f9f9d0af,713,3,202,5,ede49010,,,2026-07-15,2026-07-15
8007,ce0033d2,96,3,204,2,a1ba575a,,,2026-07-15,2026-07-15
8008,110e1191,259,3,204,1,92f2fd13,,,2026-07-15,2026-07-15
8009,6e396e99,690,1,201,5,1d498af8,,,2026-07-15,2026-07-15
8010,5e46fd38,201,4,202,5,53648c48,,,2026-07-15,2026-07-15
8011,0c938dfa,34,1,201,5,3f26afe9,,,2026-07-15,2026-07-15
8012,bafc5d57,484,7,201,5,2c760828,,,2026-07-15,2026-07-15
8013,538ef004,726,5,202,1,68f3c4e5,,,2026-07-15,2026-07-15
8014,40482dbe,205,2,202,5,c3a6c571,,,2026-07-15,2026-07-15
8015,7d7a4824,434,6,204,4,5905a3e7,,,2026-07-15,2026-07-15
8016,9908bac6,164,4,201,3,9efecf41,,,2026-07-15,2026-07-15
8017,21dcb178,326,2,204,2,7e1de19d,,,2026-07-15,2026-07-15
8018,ee2ca631,649,1,202,3,68f3c4e5,,,2026-07-15,2026-07-15
8019,113161e9,122,5,201,2,6780333b,,,2026-07-15,2026-07-15
8020,992ab84f,103,3,203,3,25b7eced,,,2026-07-15,2026-07-15
8021,4ff26203,414,5,202,3,9349d295,,,2026-07-15,2026-07-15
8022,c515f29b,83,4,201,4,bd47b713,,,2026-07-15,2026-07-15
8023,535bbafd,638,7,201,3,f27a730c,,,2026-07-15,2026-07-15
8024,175c9c40,62,3,205,2,3d6a9dc8,,,2026-07-15,2026-07-15
8025,e7099bf9,85,7,204,1,719fa89e,,,2026-07-15,2026-07-15
8026,eb1c8bb0,627,4,205,5,45c95088,,,2026-07-15,2026-07-15
8027,8fd9d8a5,49,3,203,2,f169683e,,,2026-07-15,2026-07-15
8028,3caeab53,608,4,203,4,dfe6e1ff,,,2026-07-15,2026-07-15
8029,8c6efd71,603,4,205,2,e224a8c6,,,2026-07-15,2026-07-15
8030,4a256bf7,413,3,202,3,6ef9ace3,,,2026-07-15,2026-07-15
8031,68630668,269,7,204,5,3a1756fa,,,2026-07-15,2026-07-15
8032,4bbe06a8,70,4,203,4,e224a8c6,,,2026-07-15,2026-07-15
8033,59295dfe,294,6,204,1,ca496ce9,,,2026-07-15,2026-07-15
8034,c42ef080,389,6,205,2,ee98f97e,,,2026-07-15,2026-07-15
8035,4ee42037,141,1,203,2,5482a297,,,2026-07-15,2026-07-15
8036,d1e8ab05,720,5,203,2,f2fc7978,,,2026-07-15,2026-07-15
8037,925aaf0d,309,3,203,3,b4065ef4,,,2026-07-15,2026-07-15
8038,0787f903,251,6,202,2,5e4299db,,,2026-07-15,2026-07-15
8039,713bd045,287,7,204,2,91c9bcd7,,,2026-07-15,2026-07-15
8040,0a698a64,589,4,203,5,641c61ac,,,2026-07-15,2026-07-15
8041,11575b6e,270,6,201,1,6e76c557,,,2026-07-15,2026-07-15
8042,f11769a3,544,4,203,2,8d3cc46f,,,2026-07-15,2026-07-15
8043,c6577f8b,661,5,205,4,c49ff99c,,,2026-07-15,2026-07-15
8044,ac02d385,689,2,204,1,37354f22,,,2026-07-15,2026-07-15
8045,eab5b42b,262,4,204,3,95ec6e5b,,,2026-07-15,2026-07-15
8046,8e92b53e,571,1,202,5,ca496ce9,,,2026-07-15,2026-07-15
8047,3c204a5c,251,2,205,4,3d657bb9,,,2026-07-15,2026-07-15
8048,58b2ed7c,670,3,204,5,3a0f258a,,,2026-07-15,2026-07-15
8049,a319f2a3,72,4,201,1,74258308,,,2026-07-15,2026-07-15
8050,8510c7bd,364,7,202,3,f169683e,,,2026-07-15,2026-07-15
8051,6a5bd3d6,237,6,203,5,550393a0,,,2026-07-15,2026-07-15
8052,c828ff89,670,2,205,4,c7ead2cc,,,2026-07-15,2026-07-15
8053,4b832400,476,6,203,4,84b47f93,,,2026-07-15,2026-07-15
8054,f0239016,516,4,202,3,c4cdb41c,,,2026-07-15,2026-07-15
8055,a9ef0908,708,3,202,5,4392286c,,,2026-07-15,2026-07-15
8056,44f5045b,249,3,204,1,8a51bc70,,,2026-07-15,2026-07-15
8057,f77f1a86,531,2,203,3,9dd48364,,,2026-07-15,2026-07-15
8058,e94f0c97,261,6,204,4,6b71e7b7,,,2026-07-15,2026-07-15
8059,c45d0ac4,263,7,205,1,8ad52b25,,,2026-07-15,2026-07-15
8060,6f195223,722,4,201,3,52368d16,,,2026-07-15,2026-07-15
8061,b167edbd,118,4,205,4,19a61dd4,,,2026-07-15,2026-07-15
8062,24792a9e,673,7,203,5,27c530c5,,,2026-07-15,2026-07-15
8063,bffc7a17,725,1,203,4,87830e43,,,2026-07-15,2026-07-15
8064,22af5157,327,1,204,3,3110a49a,,,2026-07-15,2026-07-15
8065,25a8aac6,233,7,201,1,5905a3e7,,,2026-07-15,2026-07-15
8066,736a5b32,627,2,204,5,8111bc07,,,2026-07-15,2026-07-15
8067,ed4aedf2,644,5,202,1,ec486749,,,2026-07-15,2026-07-15
8068,ba255efe,237,7,202,3,6a0cd270,,,2026-07-15,2026-07-15
8069,5c6aecff,474,4,202,5,3832abbc,,,2026-07-15,2026-07-15
8070,614dd363,361,2,201,1,35f98e98,,,2026-07-15,2026-07-15
8071,978885b8,560,3,203,3,d9c08140,,,2026-07-15,2026-07-15
8072,f5eaeb2b,629,5,202,5,1e59121b,,,2026-07-15,2026-07-15
8073,f1d5d779,190,6,204,1,3d6a9dc8,,,2026-07-15,2026-07-15
8074,2afe794f,654,5,204,1,fc9cf0b8,,,2026-07-15,2026-07-15
8075,8833640d,331,7,203,3,8d3cc46f,,,2026-07-15,2026-07-15
8076,3cf9f373,91,7,201,4,e75bb09b,,,2026-07-15,2026-07-15
8077,79ab5edc,152,4,201,3,036ada7f,,,2026-07-15,2026-07-15
8078,eb152989,557,5,202,4,ef5f41ce,,,2026-07-15,2026-07-15
8079,4ac304ee,364,4,203,3,5e3a2195,,,2026-07-15,2026-07-15
8080,9fa7aeda,331,7,204,5,1242762d,,,2026-07-15,2026-07-15
8081,6a802e6e,617,4,201,1,e6d45de3,,,2026-07-15,2026-07-15
8082,44b2bf96,172,5,201,2,35f98e98,,,2026-07-15,2026-07-15
8083,d1322a74,602,1,204,1,ae0deda5,,,2026-07-15,2026-07-15
8084,951a7bc0,123,7,201,5,5424e422,,,2026-07-15,2026-07-15
8085,d7ba5435,190,7,204,3,3110a49a,,,2026-07-15,2026-07-15
8086,310fafe7,674,4,202,5,f6ab1ed5,,,2026-07-15,2026-07-15
8087,76c3f179,477,7,205,2,367ca016,,,2026-07-15,2026-07-15
8088,59c1434f,722,5,202,3,97682d83,,,2026-07-15,2026-07-15
8089,0ca16050,356,7,204,2,fe86a413,,,2026-07-15,2026-07-15
8090,34641e96,346,5,204,1,60c38ae4,,,2026-07-15,2026-07-15
8091,dc2f86b2,633,7,201,4,dfe6e1ff,,,2026-07-15,2026-07-15
8092,fd8b032f,263,2,205,2,550393a0,,,2026-07-15,2026-07-15
8093,70bef8a2,90,5,202,5,827ac471,,,2026-07-15,2026-07-15
8094,69b69bbd,402,3,201,4,247dccf1,,,2026-07-15,2026-07-15
8095,18c16e5e,73,1,204,2,a30580a1,,,2026-07-15,2026-07-15
8096,6f144840,252,3,202,4,50987e86,,,2026-07-15,2026-07-15
8097,b41ea27a,545,2,201,3,c6934f84,,,2026-07-15,2026-07-15
8098,ef2feb66,177,6,203,2,8125c6f0,,,2026-07-15,2026-07-15
8099,25fcc26f,501,7,201,1,3832abbc,,,2026-07-15,2026-07-15
8100,4d3db68d,605,1,204,3,3929633d,,,2026-07-15,2026-07-15
8101,bc41d496,637,6,203,5,03f0acfa,,,2026-07-15,2026-07-15
8102,4e11d361,571,4,204,1,8993064a,,,2026-07-15,2026-07-15
8103,62067a7c,30,6,205,4,45592551,,,2026-07-15,2026-07-15
8104,c6683625,660,7,205,3,1df1fe50,,,2026-07-15,2026-07-15
8105,d298b7d0,173,6,203,2,ba285e29,,,2026-07-15,2026-07-15
8106,00345d2c,178,4,204,2,84b47f93,,,2026-07-15,2026-07-15
8107,0d50e956,611,6,201,5,10f10b2b,,,2026-07-15,2026-07-15
8108,98ea1f31,215,6,204,4,112f9cab,,,2026-07-15,2026-07-15
8109,10ee0d0a,534,3,205,5,3fc80484,,,2026-07-15,2026-07-15
8110,41ae00e8,8,1,202,3,60c38ae4,,,2026-07-15,2026-07-15
8111,f0a8b7ee,672,4,203,5,4e431688,,,2026-07-15,2026-07-15
8112,a3eacfe0,342,1,205,4,bde42cc1,,,2026-07-15,2026-07-15
8113,fea9605f,238,2,205,2,827ac471,,,2026-07-15,2026-07-15
8114,5d7752d3,662,3,204,1,a1ba575a,,,2026-07-15,2026-07-15
8115,649f6be4,603,6,203,5,b716556b,,,2026-07-15,2026-07-15
8116,47a7428d,210,4,201,3,f033669c,,,2026-07-15,2026-07-15
8117,dcb5e72a,466,6,203,1,2c42c662,,,2026-07-15,2026-07-15
8118,4935a9c9,365,5,204,1,9e7dae2e,,,2026-07-15,2026-07-15
8119,b8bf4a51,407,4,205,5,0b454108,,,2026-07-15,2026-07-15
8120,b36973ee,542,4,205,1,442d941c,,,2026-07-15,2026-07-15
8121,d5089248,458,6,204,3,50987e86,,,2026-07-15,2026-07-15
8122,9af1322e,399,5,205,2,1d498af8,,,2026-07-15,2026-07-15
8123,e87e0673,448,7,203,5,41087c74,,,2026-07-15,2026-07-15
8124,b1827631,194,2,203,4,ddaa1bf9,,,2026-07-15,2026-07-15
8125,84dc30b3,727,4,201,4,1dc2bf91,,,2026-07-15,2026-07-15
8126,c6945871,612,5,203,1,cee867e3,,,2026-07-15,2026-07-15
8127,e59576a1,684,6,204,5,8a51bc70,,,2026-07-15,2026-07-15
8128,4516bdc5,133,4,205,2,d9c08140,,,2026-07-15,2026-07-15
8129,068725d1,119,4,204,5,1dc2bf91,,,2026-07-15,2026-07-15
8130,4b85130a,704,1,201,2,77c6d634,,,2026-07-15,2026-07-15
8131,9b7c6721,695,1,202,5,434c2454,,,2026-07-15,2026-07-15
8132,444da47c,721,7,205,2,195b4c1c,,,2026-07-15,2026-07-15
8133,54687078,547,1,205,4,ce1b52ae,,,2026-07-15,2026-07-15
8134,4793b8a3,684,5,204,3,52368d16,,,2026-07-15,2026-07-15
8135,f9e4944c,324,3,201,5,3a1756fa,,,2026-07-15,2026-07-15
8136,0d72ec1f,449,6,202,2,4db20d32,,,2026-07-15,2026-07-15
8137,e9c652e8,344,3,202,4,1e59121b,,,2026-07-15,2026-07-15
8138,e2dd8b47,357,7,205,1,c49ff99c,,,2026-07-15,2026-07-15
8139,b737e599,659,2,205,4,52368d16,,,2026-07-15,2026-07-15
8140,b26790e0,435,6,204,5,28741ecd,,,2026-07-15,2026-07-15
8141,70da4737,425,5,202,2,50641c23,,,2026-07-15,2026-07-15
8142,d3972f65,108,7,205,5,69b06aa6,,,2026-07-15,2026-07-15
8143,d60a5c6d,111,3,202,5,434c2454,,,2026-07-15,2026-07-15
8144,d120ab92,653,3,201,3,bde42cc1,,,2026-07-15,2026-07-15
8145,953b1471,340,4,204,5,e75bb09b,,,2026-07-15,2026-07-15
8146,e3fdbbce,427,5,202,5,548dc0b3,,,2026-07-15,2026-07-15
8147,54b61be9,83,7,202,2,8d3cc46f,,,2026-07-15,2026-07-15
8148,c4897a53,86,1,202,2,e89b35ce,,,2026-07-15,2026-07-15
8149,c318734d,290,3,205,2,50641c23,,,2026-07-15,2026-07-15
8150,cbcd7ef6,88,6,201,3,970e594b,,,2026-07-15,2026-07-15
8151,5b598247,355,4,203,2,f0924da4,,,2026-07-15,2026-07-15
8152,9ed58bfd,338,6,201,1,c4993de9,,,2026-07-15,2026-07-15
8153,78e73e24,477,4,205,1,a638b4b0,,,2026-07-15,2026-07-15
8154,5389116c,698,5,203,3,1e6e7fcd,,,2026-07-15,2026-07-15
8155,cd9f525c,580,4,205,1,66299238,,,2026-07-15,2026-07-15
8156,3d6df816,655,4,201,3,37354f22,,,2026-07-15,2026-07-15
8157,65949f3a,515,5,203,3,bed1ac6c,,,2026-07-15,2026-07-15
8158,f7373ae7,520,7,204,3,f27bb490,,,2026-07-15,2026-07-15
8159,411a3b1a,643,3,201,5,c578c38f,,,2026-07-15,2026-07-15
8160,26b7c6a5,503,5,203,5,487a1dd7,,,2026-07-15,2026-07-15
8161,2b5e4282,660,6,204,4,45592551,,,2026-07-15,2026-07-15
8162,4c40ecf9,623,6,201,5,28741ecd,,,2026-07-15,2026-07-15
8163,14bb138f,494,6,205,5,3d6a9dc8,,,2026-07-15,2026-07-15
8164,a9c8a4e6,341,2,201,4,b03540b1,,,2026-07-15,2026-07-15
8165,8477cd0b,391,5,204,3,3832abbc,,,2026-07-15,2026-07-15
8166,93872e5e,719,2,201,1,fa578b09,,,2026-07-15,2026-07-15
8167,7c2cb1b7,685,6,202,4,0d484e5f,,,2026-07-15,2026-07-15
8168,d64ed207,125,4,202,1,d92199d8,,,2026-07-15,2026-07-15
8169,32e1565c,89,6,203,4,0fbb521a,,,2026-07-15,2026-07-15
8170,07302724,372,7,202,2,ada44e5b,,,2026-07-15,2026-07-15
8171,6e552f20,504,6,201,5,ac2c30bf,,,2026-07-15,2026-07-15
8172,85785c89,265,5,205,2,8d3cc46f,,,2026-07-15,2026-07-15
8173,44df25a3,475,3,203,4,df92d410,,,2026-07-15,2026-07-15
8174,386c193f,625,2,205,3,e03caed0,,,2026-07-15,2026-07-15
8175,2d3c4fe1,339,1,201,3,970e594b,,,2026-07-15,2026-07-15
8176,43db14a8,221,6,202,5,0fcaa55a,,,2026-07-15,2026-07-15
8177,f17aa99c,190,3,202,4,de084e17,,,2026-07-15,2026-07-15
8178,58c6376b,498,1,202,3,e03caed0,,,2026-07-15,2026-07-15
8179,3df7b8c1,131,2,205,2,45c95088,,,2026-07-15,2026-07-15
8180,3337683f,18,1,201,2,d8edbef1,,,2026-07-15,2026-07-15
8181,997ff805,434,4,201,1,2a9b3aaa,,,2026-07-15,2026-07-15
8182,d3f7aa3d,179,7,205,3,6b71e7b7,,,2026-07-15,2026-07-15
8183,cfb24a89,263,6,205,2,61fab6f7,,,2026-07-15,2026-07-15
8184,8fb0594d,194,6,202,2,63369e6c,,,2026-07-15,2026-07-15
8185,0d24d837,153,4,203,2,4d5e252e,,,2026-07-15,2026-07-15
8186,b8f25783,706,2,202,4,b03540b1,,,2026-07-15,2026-07-15
8187,ce9b5f41,436,5,204,3,4ce20b01,,,2026-07-15,2026-07-15
8188,4fcab14c,5,3,204,3,f0758699,,,2026-07-15,2026-07-15
8189,f28c3345,65,5,205,5,f18b66c1,,,2026-07-15,2026-07-15
8190,cd03578f,650,3,202,4,fa578b09,,,2026-07-15,2026-07-15
8191,c12dd039,49,2,204,5,84b47f93,,,2026-07-15,2026-07-15
8192,4ba7c47c,218,5,201,2,8993064a,,,2026-07-15,2026-07-15
8193,8a055452,229,6,203,5,f12d0983,,,2026-07-15,2026-07-15
8194,9de03cff,523,2,201,3,c3a6c571,,,2026-07-15,2026-07-15
8195,bc68607e,461,6,201,3,247dccf1,,,2026-07-15,2026-07-15
8196,23c4d19a,368,1,202,3,4d5e252e,,,2026-07-15,2026-07-15
8197,a5e2630f,89,7,201,4,c578c38f,,,2026-07-15,2026-07-15
8198,5b0864ed,221,2,201,3,750687ab,,,2026-07-15,2026-07-15
